gene_id	a160	a163	a169	a172
Rrp8	450	404	371	697
Vwa3a	64	30	41	62
Ilk	5211	4553	5057	8015
Tpp1	982	676	811	1222
Hpx	4	2	3	0
Anks4b	9	13	11	5
Tmem159	200	182	282	406
Trim30a	3572	3249	3371	5584
Lyrm1	246	217	264	203
Rexo5	68	69	77	107
Eri2	64	68	80	153
Chst15	351	349	234	521
Oat	5629	4996	5852	8206
Thumpd1	1097	850	1102	1860
Acsm2	42	67	37	64
Lhpp	439	368	503	842
Gp2	2558	1679	3564	2777
Fam53b	790	512	637	688
Eef1akmt2	860	738	938	1093
Abraxas2	1613	1371	1285	1962
Trim21	705	596	444	731
Zranb1	599	450	559	892
Pdilt	0	0	7	0
Ctbp2	344	345	504	674
Acsm5	0	6	9	0
Rrm1	1099	830	1002	1614
Uros	769	616	769	1128
Knop1	1249	1146	1163	953
Mmp21	1	2	4	0
Vps35l	1152	980	1205	1901
Bccip	2055	2041	2544	3039
Dhx32	158	150	168	439
Stim1	291	227	312	513
Pgap2	2103	1454	1583	2856
D7Ertd443e	9	16	3	12
Art1	0	0	4	4
Mki67	640	450	481	803
Atp6ap2	6299	5505	8346	11652
Usp9x	699	699	895	1404
Cask	413	366	445	571
Swap70	5713	2751	3181	4418
Wee1	244	171	217	316
Tmem9b	2365	2042	2943	4273
BC051019	2	1	1	0
Akip1	746	579	736	917
Denn2b	29	18	13	28
Tub	1	11	7	11
Eif3f	4375	3604	4435	5910
Ndufb11	6324	5590	7609	7121
Rbm10	930	793	943	1641
Cdk16	351	335	357	786
Usp11	260	281	249	587
Glrx3	4619	4079	5259	6120
Mrgprf	0	4	1	0
LTO1	562	511	326	547
Fadd	131	97	126	130
Cttn	17	8	12	44
Zfp300	6	9	8	2
Nadsyn1	230	147	127	360
Dock11	1016	840	787	1307
Cul4b	173	185	194	272
Tnni2	3202	2262	5690	5443
Sash3	2403	2402	1906	3098
Elf4	666	685	645	1314
Slc25a14	191	164	244	274
Rbmx2	340	255	395	351
Enox2	514	362	332	412
Stk26	73	58	30	44
Gpc4	16	1	44	41
3830403N18Rik	121	17	89	187
Slc9a9	2359	2428	2478	3793
Cd40lg	2	8	12	0
Arhgef6	2638	2243	2146	3998
Rbmx	1246	1003	1091	1737
Fgf13	3	11	14	11
F9	23	25	40	118
Mcf2	0	5	1	2
Cacna1f	19	42	29	43
Ccdc22	285	228	320	487
Syp	44	35	33	32
Prickle3	285	184	234	241
Plp2	3473	3117	3763	4926
Magix	0	1	0	20
Gpkow	685	686	697	1112
Praf2	1089	892	1221	1733
Ccdc120	84	34	106	132
Gripap1	1104	1016	997	1844
Otud5	1593	1224	1555	2673
Pim2	543	362	542	934
Slc35a2	627	614	703	1142
Pqbp1	1622	1464	1730	1780
Timm17b	1600	1546	1938	2325
Hdac6	240	232	220	486
Gata1	36	9	59	174
Was	473	430	477	605
Wdr13	383	364	461	672
Rbm3	15627	13331	16143	20591
Rbm3-ps	15627	13331	16143	20591
Ebp	2178	1957	2382	2890
Porcn	34	39	72	107
Slc38a5	74	22	61	100
Ftsj1	413	424	487	652
Rpgr	110	100	99	186
Dynlt3	1857	1663	2376	3129
Aff2	3	4	2	9
F8	30	23	26	10
Vbp1	3588	3247	4488	4956
Fundc2	598	511	452	643
Mtcp1	105	93	66	159
Brcc3	2446	2191	2533	3212
Rab39b	21	27	13	25
Msn	7381	6656	6890	11123
Heph	7	6	3	0
Gpr165	4	7	7	2
Pgr15l	4	10	5	0
Ophn1	6	22	14	22
Stard8	81	54	66	67
Efnb1	159	120	101	174
Awat2	8	16	7	22
Igbp1	1183	1039	1189	1273
Magee2	3	24	0	0
Pbdc1	1858	1710	2356	2611
Magee1	47	66	61	130
Atrx	5696	4325	4519	6610
Cox7b	10782	8206	12102	11682
Magt1	4321	3902	4249	6407
Pgk2	0	8	10	6
Itm2a	494	446	1742	2189
2610002M06Rik	237	193	197	181
Hmgn5	480	406	843	529
Sh3bgrl	8324	6611	8580	13597
Srpx2	1	2	0	15
Sytl4	12	20	29	9
Cstf2	839	880	897	1661
Nox1	2	1	2	3
Xkrx	53	64	24	27
Cenpi	122	130	149	206
Btk	1845	1848	1742	3322
Gla	305	318	536	639
Col4a5	0	12	10	4
Acsl4	579	492	517	870
Pak3	0	2	7	16
Dcx	10	9	30	10
Glt28d2	7	3	20	0
Lrch2	0	2	3	14
Cdkl5	125	133	149	177
Rs1	41	36	20	83
Phka2	401	441	521	1015
Slc7a3	3	1	4	27
Adgrg2	1	4	6	2
Pdha1	977	863	1231	1841
Nlgn3	7	16	12	30
Map3k15	29	19	14	20
Il2rg	8354	6082	5078	7427
Rps6ka3	299	206	290	458
Zmym3	269	223	314	397
Nono	5231	4824	5277	8368
Itgb1bp2	12	6	9	13
Taf1	460	314	342	472
Rps4x	13525	10966	14196	14872
4930519F16Rik	2	2	11	0
Chic1	66	57	68	94
Flna	4349	3726	4227	7987
Abcb7	239	256	246	542
Mtm1	535	550	564	1067
Gabre	35	25	12	31
Gpm6b	1069	868	622	1049
Gabra3	2	1	3	1
Gabrq	1	5	4	2
Cetn2	1844	1407	1567	2211
Nsdhl	702	691	731	1034
Hccs	915	751	915	1616
Rbbp7	9722	8238	10464	15778
Amelx	0	8	1	0
Arhgap6	276	255	168	295
Syap1	1159	932	1215	1688
Msl3	693	627	711	882
Ctps2	601	524	716	969
Xlr4c	79	81	57	72
Grpr	60	22	19	1
Zfp275	83	98	77	240
Ap1s2	1524	1397	1465	2053
Zrsr2	727	672	838	1020
Haus7	560	534	829	824
Car5b	51	63	50	62
Zfp92	22	46	31	31
Bgn	10	3	21	19
Bmx	0	4	4	27
Abcd1	2119	1941	1905	3371
Pir	35	31	30	52
Vegfd	9	8	19	22
Piga	166	219	209	334
Asb11	2	9	8	5
Dusp9	13	13	11	4
Plxnb3	0	1	0	14
Hcfc1	894	951	886	1261
Renbp	1693	1106	2207	3106
Naa10	1307	1313	1565	1694
Arhgap4	883	831	895	1449
Avpr2	9	11	4	31
L1cam	62	84	39	171
Irak1	3384	3014	3420	5889
Mecp2	510	464	465	994
Tktl1	80	49	87	101
Plxna3	9	6	26	38
Fam3a	539	432	391	691
G6pdx	1360	1073	1717	2838
Mpp1	907	694	634	913
Dkc1	1994	1960	2516	3273
Nxf7	0	0	3	18
Morf4l2	3849	3700	4026	5913
Plp1	18	10	14	5
Zcchc18	21	14	43	11
Psmd10	966	872	1077	1295
Tsc22d3	8481	7848	8871	14666
Prps1	1179	1250	1505	1923
Rbm41	153	146	111	188
Morc4	13	13	10	3
Rnf128	1	5	6	28
Atp11a	571	339	520	651
Mcf2l	11	11	25	15
F10	16	14	23	5
Proz	16	18	20	36
Cul4a	562	445	451	1159
Lamp1	9485	5072	8849	12738
Grk1	93	121	108	130
Gas6	5	9	3	0
Rasa3	660	737	829	1454
Coprs	177	164	268	499
Myom2	28	18	19	28
Angpt2	9	5	10	3
Agpat5	1611	1648	1965	2873
Nek3	72	64	57	166
Vps36	2255	2002	2203	2720
Thsd1	32	48	34	58
Slc25a15	99	85	144	369
Erlin2	1079	1048	1081	1792
Plpbp	1913	1700	2081	3272
Adgra2	169	197	250	403
Brf2	244	142	229	237
Rab11fip1	1585	1702	2112	3709
Adrb3	15	3	26	17
Eif4ebp1	1709	1550	2094	2896
Chrna6	0	2	0	16
Chrnb3	3	8	16	15
Ggn	12	20	25	58
Cd209a	1375	1527	761	1269
Cd209d	717	845	250	343
Tnfsf13b	91	74	116	210
Col4a1	18	12	28	19
Col4a2	16	3	5	0
Rab20	298	189	476	616
Naxd	1113	916	1198	1302
Ptpn7	599	489	492	844
Ankrd10	1053	931	1371	2208
1700016D06Rik	13	14	19	9
Arhgef7	348	297	310	488
Leprotl1	2184	1917	2439	3032
Dctn6	1757	1522	2147	2092
Asb5	46	42	76	66
Vegfc	5	0	7	0
Aga	932	738	974	1379
Dlc1	39	34	42	29
Eri1	1641	1511	1459	2287
Tnks	351	344	426	665
Dusp4	40	60	79	130
Saraf	3423	3492	4582	6793
Mrps31	387	286	358	427
Smim19	632	499	633	970
Dkk4	2	1	5	8
Polb	1859	1758	2112	2890
Ikbkb	3297	2402	2919	5032
Plat	76	42	73	230
Ap3m2	253	200	156	250
Kat6a	802	617	535	624
Ank1	36	32	20	40
Gpat4	1010	907	1096	1703
Gins4	994	934	1097	1606
Sfrp1	9	0	3	3
Ido2	13	6	9	6
Ido1	120	100	110	289
Adam3	1	4	6	0
Adam9	344	254	291	623
Tm2d2	3575	3237	4571	6455
Plekha2	2060	1735	1656	2616
Slit2	2	34	24	6
Tenm3	1	8	1	0
Dctd	57	38	49	108
Wwc2	62	58	125	174
Fgfr1	137	101	175	196
Rwdd4a	698	500	793	881
Plpp5	677	711	817	1066
Star	56	30	30	45
Ash2l	921	883	870	1402
Tti2	202	230	251	361
Mak16	1538	1436	1847	2313
Wrn	420	321	301	347
Gsr	2013	1592	2033	3546
Gtf2e2	2149	2039	2591	3527
Rbpms	570	267	477	418
Frg1	3250	2750	3447	3919
Asah1	10234	9549	12366	22903
Pcm1	422	334	380	443
Fgl1	3	17	12	14
Pdgfrl	9	13	16	3
Slc7a2	23	19	39	19
Vps37a	1149	1167	1227	1557
Cnot7	1583	1551	1970	3275
Msmo1	1407	986	1403	1555
Klhl2	294	230	383	632
Galnt7	1703	1325	1946	2967
Sap30	1339	1381	1607	2044
Hpgd	550	601	803	1440
Ednra	4	11	1	1
Tmem184c	551	440	574	938
Nr3c2	6	4	4	11
Sin3b	4333	3755	4323	4748
Sorbs2	28	22	21	45
Irf2	2289	1866	2643	3635
Casp3	1815	1174	1433	2374
Cenpu	69	35	56	29
Cfap97	624	410	428	708
Slc25a4	5819	4692	7047	8374
Ufsp2	2181	1858	2144	3036
Pdlim3	3	3	26	9
Lrp2bp	6	3	2	5
Tlr3	3681	3016	3225	5533
Cbr4	562	441	522	611
Sh3rf1	145	121	127	200
Nek1	230	209	173	390
Mfap3l	4	4	9	0
Triml1	19	30	13	17
N4bp1	496	353	449	452
Heatr3	412	339	420	826
Adcy7	1790	1684	1716	2462
Brd7	1128	1094	1339	1888
Nkd1	9	9	0	1
Snx20	4267	4435	4910	6417
Sall1	6	5	8	5
Rbl2	349	308	344	701
Aktip	612	561	716	836
Eif2ak3	322	257	281	494
Gins3	247	153	191	310
Setd6	161	161	167	313
Got2	6213	5429	6679	10609
Cdh11	2	3	10	0
Smad1	780	643	786	1153
Lsm6	4357	3639	4917	5018
Slc10a7	319	310	277	431
Tnpo2	231	168	213	337
Vps35	3745	2993	4003	6453
Orc6	821	630	740	960
Mylk3	29	2	7	0
Gpt2	108	83	171	299
Dnaja2	3408	2979	3693	6270
Itfg1	2440	2126	2478	4376
Rfx1	152	132	180	248
Tecr	3634	3180	4593	6308
Tbc1d9	2102	1924	1633	2771
Ucp1	2	2	2	16
Zfp330	1829	1661	2115	2306
Il15	1750	999	1132	1813
Gab1	5	0	2	0
Smarca5	2408	2111	2267	3197
Hp	170	57	391	388
Txnl4b	46	45	39	86
Zfp821	126	118	163	224
Ist1	2080	1978	2351	4459
Dhodh	338	246	356	547
Ap1g1	897	794	780	1279
Phlpp2	74	49	55	151
Irx3	4	5	1	5
Mmp2	34	7	50	39
Gnao1	15	10	12	5
St3gal2	276	186	235	509
Il34	8	0	1	0
Amfr	2461	2158	2817	4496
Cog4	1095	894	927	1588
Nudt21	2424	2016	2767	3449
Bbs2	128	119	74	172
Cenpn	235	168	206	328
Cdyl2	576	415	390	571
Mt3	0	3	21	11
Mt2	52	41	124	72
Mt1	2471	1586	3949	3179
Slc12a3	143	98	120	149
Nudt7	224	149	190	263
Herpud1	16905	19189	20307	30049
Cntnap4	5	17	8	5
Psme3ip1	1597	1469	1559	2607
Arl2bp	1976	1888	2414	2930
Cx3cl1	64	34	34	114
Ccl22	7028	2798	2447	3618
Ccl17	42	14	13	9
Ciapin1	1537	1407	1755	2706
Coq9	736	690	813	1300
Polr2c	2001	1876	2484	2959
Adgrg1	8	2	2	69
Katnb1	218	203	254	461
Kifc3	25	20	24	83
Cngb1	2	13	6	15
Mmp15	1	7	11	2
Tmem38a	13	16	15	69
Usb1	1091	889	1279	1727
Cfap20	603	657	919	1276
Tpm4	10547	10609	15332	21983
B3gnt3	30	43	37	41
Jak3	393	283	205	459
Pgls	3322	2928	3394	3855
Slc27a1	288	221	418	629
Map1lc3b	8573	6863	9464	10830
Mvb12a	2734	3041	4240	5097
Mthfsd	660	621	547	726
Cox4i1	15791	13318	19245	18469
Emc8	1516	1145	1758	2139
Babam1	2179	1971	2492	3414
Gins2	414	498	746	822
Gse1	259	190	265	296
Zdhhc7	563	469	485	995
6430548M08Rik	39	60	77	158
Crispld2	322	137	144	320
Usp10	867	749	850	1663
Cotl1	4507	4441	4664	10840
Klhl36	478	361	370	503
Dnaaf1	0	0	6	0
Taf1c	239	219	210	373
Mast3	154	174	161	327
Pik3r2	232	179	212	362
Mbtps1	877	817	744	1395
Hsbp1	4427	3751	5052	5546
Rab3a	230	92	222	195
Cdh13	3	5	3	3
Pde4c	26	10	29	89
Mphosph6	772	657	1038	1083
1700030J22Rik	48	29	37	48
Lsm4	1351	1494	1844	2350
Comp	3	0	4	10
Ntpcr	432	366	367	616
Mau2	1351	1344	1240	2229
Pbx4	3	6	5	7
Lpar2	30	15	14	27
Atp13a1	907	788	831	1605
Ints10	429	438	425	638
Dctn1	669	591	602	1118
Cdh5	11	7	1	0
Bean1	11	11	8	5
Cmtm3	1767	1723	2049	3400
Ces2g	51	7	12	30
Nae1	1284	915	1128	1847
Ciao2b	2871	2250	3124	3535
Rrad	2723	3018	3866	5180
Cdh16	3	12	2	0
Car7	59	18	18	40
Cbfb	2708	2539	2717	4360
Tradd	748	624	697	1064
Phaf1	375	240	306	470
Hsd11b2	9	1	10	11
Tsnaxip1	0	1	3	5
Ctrl	19	227	426	34
Psmb10	4988	3869	4974	5820
Dus2	255	252	326	352
Nfatc3	575	466	461	795
Pla2g15	161	61	148	215
Slc7a6	800	618	679	748
Smpd3	20	9	13	14
Zfp90	221	168	201	310
Vps4a	1050	1002	981	1470
Cog8	940	960	916	1640
Nip7	2244	2181	2700	2975
Mtmr2	758	718	668	1284
Terf2	368	314	394	492
Cep57	706	484	611	887
Cyb5b	2086	1829	2327	3165
Maml2	77	107	113	157
Mre11a	322	260	296	463
Wwp2	1250	998	1271	2159
Ankrd49	705	673	659	904
Gpr83	2	3	2	4
Izumo1r	8	0	22	0
Panx1	311	349	350	418
Med17	809	695	754	1452
4931406C07Rik	145	150	147	187
Taf1d	1447	1646	1835	2343
Kars	1469	1186	1361	2516
Adat1	144	118	82	170
Gabarapl2	9325	7768	9427	10176
Tmem231	307	252	163	202
Tmem170	101	81	73	177
Cfdp1	2194	1966	2266	2630
Bcar1	6	15	14	4
Ctrb1	5	446	721	0
Ldhd	47	27	14	27
Wdr59	97	125	108	213
Aars	1297	1171	1160	2142
Cdh15	4	12	33	41
Bmper	67	17	28	13
Tbx20	7	5	14	3
Glb1l3	2	7	6	0
Afg3l1	1129	1098	1444	2190
Acad8	516	420	440	669
Dbndd1	0	5	1	0
Ccsap	57	45	26	54
Abcb10	190	123	174	215
Urb2	71	80	92	173
Cog2	833	652	656	1280
Arv1	146	67	112	191
2310022B05Rik	77	65	110	148
2810004N23Rik	775	629	849	1186
Gnpat	921	861	1060	1570
Sprtn	76	83	86	53
Egln1	465	423	564	996
Vps26b	492	446	496	850
Jam3	21	11	23	8
Spata19	30	57	45	38
Snx19	247	209	232	429
St14	213	167	180	311
Aplp2	1481	1160	1356	2170
Trpc6	5	0	2	21
1700128F08Rik	1	8	5	1
Birc3	5396	3812	3916	7052
Dcun1d5	3357	3041	3747	4956
Pdgfd	11	6	10	8
Sesn3	245	224	268	362
Usp2	46	63	75	118
Thy1	151	181	148	221
Nectin1	187	163	340	472
Oaf	130	92	69	149
Grik4	85	89	54	95
Sc5d	1626	1046	1295	1393
Ubash3b	782	690	787	1364
Crtam	57	28	71	114
Clmp	132	80	67	65
Rexo2	2066	1928	2810	3382
Nxpe2	102	8	37	70
Cul5	619	571	588	775
Barx2	2	0	3	3
Kcnj5	30	27	42	55
Ets1	199	107	90	239
Kirrel3	3	0	5	0
St3gal4	2202	2339	2206	3680
Dcps	1571	1361	1526	2069
Tirap	373	352	332	660
Srpr	1931	1885	2245	3719
Rpusd4	600	487	449	603
Abhd12	2166	1917	2068	3226
Acat1	2443	2243	1715	2779
Rdx	1696	1488	1690	2601
Fdx1	590	547	801	931
Pou2af1	128	68	46	118
Ppp2r1b	657	518	742	1301
Alg9	342	326	441	658
Cryab	102	120	93	130
2310030G06Rik	10	0	0	0
Dixdc1	14	18	11	7
Tex12	22	24	16	28
Bco2	214	159	277	458
Pts	2675	2278	3037	3149
Plet1	110	84	143	411
Cadm1	17774	17045	22710	33429
Bud13	262	288	274	450
Zpr1	1238	1311	1302	2294
Tagln	10	3	33	32
Bace1	150	94	72	168
Dscaml1	640	155	214	318
Il10ra	4581	4196	3743	6556
Tmprss4	13	7	14	2
Mpzl2	347	319	301	466
Cd3e	68	28	48	52
Cd3d	234	230	126	190
Arcn1	4055	3592	3950	6816
Ddx6	1614	1391	1308	1810
Ddx25	1	5	0	4
Pus3	676	583	504	882
Pate6	2	8	0	0
Nlrx1	80	73	84	87
Acrv1	11	9	4	15
Trappc4	3790	3255	5005	5651
Chek1	101	82	79	70
Slc37a4	325	307	324	710
Hyou1	483	631	628	1289
Stt3a	5756	5378	6494	10942
Hinfp	311	408	394	709
C2cd2l	337	370	388	661
Tmem218	127	95	77	200
Slc37a2	149	86	172	345
Dpagt1	1117	1086	1590	2309
Hmbs	1182	772	1502	2323
Vps11	1015	916	900	1785
Abcg4	9	1	6	32
Mcam	9	1	3	19
Pin1	2470	2177	2951	3505
Olfm2	7	8	9	10
Icam5	18	14	6	12
Tyk2	2353	1560	1819	3294
Pde4a	319	222	261	606
Ilf3	585	481	593	928
Bmp5	2	18	16	10
Tmed1	289	339	355	505
Scg3	0	1	1	6
Yipf2	489	502	517	834
Lysmd2	498	371	393	480
Carm1	370	273	356	740
Tmod2	272	236	195	226
Smarca4	1738	1385	1552	2382
Gnb5	37	31	72	177
Ldlr	498	317	469	559
Kank2	10	15	8	31
Dock6	70	71	108	121
Polr2m	3690	3452	3702	6209
Rab27a	250	274	360	531
Aqp9	24	29	30	50
Sltm	1959	1546	1937	2523
Rsl24d1	1398	1247	1532	2176
Nedd4	3889	3434	4334	8075
Rnf111	822	749	659	1176
Ccnb2	2003	1622	2076	2815
Myo1e	144	66	49	61
Mns1	252	194	265	346
Fam81a	23	26	18	11
Gcnt3	1	5	2	4
Tcf12	474	444	461	887
Anxa2	7423	5500	7152	9603
Cgnl1	2	9	0	39
Ice2	152	153	190	232
Rora	59	43	38	40
Rp9	1545	1481	1839	2141
Itga11	3	3	2	4
Fem1b	304	287	259	588
Cln6	210	232	327	483
Calml4	6	7	4	5
Anp32a	579	462	261	414
Irak1bp1	31	27	69	106
Glce	1019	842	989	1326
Phip	1838	1567	1763	2919
Kif23	1082	1026	1002	1558
Lca5	10	10	6	1
Sh3bgrl2	22	13	19	18
Bckdhb	174	145	229	339
Zw10	325	263	347	527
Tent5a	261	235	133	132
Usp28	78	48	109	173
Nnmt	2	1	6	0
Cyp19a1	14	15	8	6
Paqr5	80	61	43	58
Idh3a	1968	1899	2111	3706
Tle3	395	322	387	722
Acsbg1	6	5	3	0
Dnaja4	61	71	87	318
Imp3	1334	1157	1306	1339
Thsd4	32	44	46	64
Ptpn9	366	331	282	505
Ireb2	444	401	436	489
Pkm	11759	10588	13683	20481
Man2c1	473	354	436	867
Neil1	245	205	196	193
Commd4	3379	2878	3724	4029
1700017B05Rik	409	316	356	475
Psma4	10577	8765	10646	12013
Chrna3	1	3	3	3
Fam219b	311	312	308	446
Mpi	473	432	664	854
Ube2q2	944	814	975	1695
Ulk3	348	215	378	475
Fbxo22	786	671	701	1473
Nrg4	14	17	22	20
Csk	1000	954	1130	1994
Tmem266	7	4	4	3
Etfa	3499	3299	4119	5284
Clk3	1998	1734	1793	2888
Isl2	4	11	5	3
Rcn2	3505	3371	4416	7526
Pstpip1	1233	1318	1211	2045
Cyp11a1	5	2	8	12
Tspan3	15152	6381	12721	16552
Tmem30a	3734	3235	3692	6633
Hmg20a	533	458	538	814
Cox7a2	6229	4958	7609	6776
Col12a1	0	20	21	3
Stoml1	723	371	476	663
Nptn	5350	4698	6715	9605
Neo1	13	12	20	1
Mto1	476	431	478	686
Impg1	16	28	21	10
Cgas	336	235	250	485
Ooep	8	16	19	4
Gsta4	6	4	10	0
Elovl5	2964	2937	3302	5551
Gclc	5583	2667	3790	6519
Lrrc1	431	505	479	1009
Tmed3	3252	3374	3435	4885
Mlip	23	16	29	15
Rasgrf1	11	36	24	27
Ctsh	21057	17771	20734	23513
Hcrtr2	5	1	4	0
Tpm1	1506	1058	1438	2432
Zic1	15	16	14	9
Plscr1	1071	941	1618	2668
Lactb	1410	1042	1709	2774
Plscr2	9	8	16	9
Car12	16	8	35	18
Plod2	2	7	2	1
Aph1b	441	515	568	615
Usp3	1214	926	976	1128
Plscr4	3	3	13	5
Dapk2	97	56	50	11
Ciao2a	4384	3651	4734	5073
Snx1	3639	3334	3662	5559
Ppib	12093	12115	14268	15831
Csnk1g1	429	337	469	535
Trip4	445	389	468	516
Rbpms2	12	8	14	47
Spg21	4609	4136	5844	8242
Parp16	14	12	7	0
Dpp8	822	765	760	1286
Dis3l	306	250	255	448
Tipin	1453	1212	1794	1779
Snapc5	2412	2272	2766	2390
Rpl4	26879	24902	26623	30166
Zwilch	82	71	76	88
Smad3	82	76	62	144
2300009A05Rik	462	416	510	411
Pias1	3077	2413	3066	5200
U2surp	2350	2066	2439	3057
Atr	352	311	300	392
Xrn1	546	458	413	754
Tfdp2	285	294	253	605
Atp1b3	6775	7214	9105	12119
Rasa2	827	517	724	842
Ube2cbp	21	29	33	23
Rwdd2a	45	48	62	75
Me1	17	7	6	28
Tbx18	12	8	14	6
Nt5e	17	8	10	7
Snx14	381	330	411	761
Syncrip	1975	1642	1656	2953
Zfp949	293	169	184	120
Crtap	326	333	441	380
Cmtm6	2713	2379	3113	5567
Dync1li1	1421	1242	1431	2613
Cmtm7	3216	2844	4342	6667
Stt3b	1026	1007	1350	2379
Tgfbr2	613	590	545	919
Zcwpw2	2	17	6	11
Eomes	7	8	14	6
Slc25a36	713	724	736	923
Trim42	1	4	3	0
Clstn2	1	1	6	1
Nmnat3	184	132	191	280
Copb2	2498	2494	2668	4409
Mrps22	529	396	583	668
Pik3cb	3074	2919	3271	5563
Faim	1426	1281	1505	1548
Armc8	3451	3153	4090	6705
Dbr1	467	425	679	798
Mras	604	578	1116	1457
Cldn18	0	3	0	0
Nck1	1138	751	775	973
Cdc25a	487	519	465	805
Nme6	267	317	372	388
Map4	1549	1172	1274	2069
Dhx30	1237	967	1081	1532
Smarcc1	944	1016	1007	1554
Cspg5	39	34	34	32
Ngp	3712	1414	7033	9547
Scap	767	686	581	965
Ptgs2	427	714	580	992
Kif9	269	245	350	485
Nradd	19	19	19	21
Pth1r	3	5	13	5
Tdgf1	3	7	73	162
Lrrc2	27	24	40	33
Ltf	737	363	1564	2805
Lrrfip2	736	731	916	1105
Mlh1	396	361	444	591
Trib1	1565	2219	2510	4015
Stac	1	8	4	0
Arpp21	77	33	27	16
Pdcd6ip	2791	2179	2393	4558
Fbxl2	11	2	6	16
Myd88	3328	3142	3167	5210
Wdr48	873	893	838	1269
Gorasp1	133	162	146	323
Ttc21a	2	0	4	3
Csrnp1	778	1152	1283	2455
Mobp	9	13	5	9
Rpsa	24563	21044	27037	29067
Slc25a38	1730	1502	1984	3133
Nktr	1765	1557	1808	2500
Ss18l2	456	447	518	639
Pccb	163	156	154	186
Vipr1	34	50	26	59
Amotl2	15	12	28	18
Cep63	1011	827	782	1419
Trak1	252	240	278	569
Ephb1	3	1	1	2
Abhd5	565	505	511	712
Ryk	17	25	3	0
Slco2a1	27	29	37	27
Rab6b	7	2	5	10
1110059G10Rik	1024	982	1182	1235
Srprb	1034	1124	1399	2360
Trf	2596	2552	3583	5686
Topbp1	732	667	779	934
Bfsp2	134	87	125	189
Uba5	1539	1499	1770	2636
Nphp3	152	138	129	115
Dnajc13	465	330	318	593
Acpp	11	14	17	39
Gnai2	21156	19279	24224	32052
Mrpl3	1361	1168	1276	1860
Cpne4	2	2	5	10
Nudt16	1238	934	1076	1587
Aste1	165	197	231	362
Atp2c1	1470	1410	1884	3178
Pik3r4	240	176	223	255
Col6a4	1	0	2	8
Manf	5923	6293	7770	8604
Mapkapk3	830	750	971	1616
Cish	48	33	50	80
Hemk1	164	107	95	106
Rbm5	4886	4339	4140	6424
Rbm6	1085	966	967	1615
Mon1a	265	252	275	454
Traip	132	85	88	151
Bsn	22	26	27	33
Apeh	1127	1019	1088	2070
Mst1	320	346	483	702
Amigo3	42	35	54	42
Ip6k1	714	548	597	1056
Uba7	1590	1173	1134	1793
Nckipsd	633	481	531	1230
Ip6k2	117	72	118	168
Prkar2a	933	919	1435	2553
Slc25a20	3482	4272	6119	9160
Qars	1029	918	1135	2128
Nicn1	34	38	31	75
Amt	5	15	9	10
Klhdc8b	203	123	138	137
1700102P08Rik	5	6	22	14
Usp4	1894	1695	1948	3756
Nt5m	471	454	423	538
Srek1	1560	1338	1560	1746
Eml4	872	846	801	1071
Thsd7a	6	20	20	9
Flcn	610	416	543	961
Atxn2l	1090	1008	1090	1749
Chsy1	367	575	420	1207
Gpr19	111	53	60	86
Fhl3	15	2	18	16
Pygm	2	2	6	4
Crebl2	224	155	157	269
Marchf3	41	22	38	36
Fam189b	137	158	228	374
Oas3	34	15	11	23
1700025G04Rik	2087	2190	2789	3384
Pon2	1330	1246	1332	1841
Prorsd1	1076	807	1091	961
Cd59a	47	39	76	58
6820408C15Rik	7	3	12	22
Malt1	2027	1950	2534	4388
Oas2	0	4	6	5
Nlrp3	164	277	206	227
Lmo2	1294	1087	1158	1736
Exd2	299	255	238	490
Resf1	3015	1724	2308	3040
Trib3	18	33	21	15
Mdfi	12	9	13	15
Mansc1	47	43	48	81
Sbspon	5	1	3	0
Abtb2	44	17	43	75
Folr2	0	3	4	0
Bmp8a	16	12	11	1
Mier3	289	327	369	507
Snx33	16	16	8	19
Ablim3	0	3	3	0
Inppl1	130	89	76	161
Pram1	25	30	22	58
Ccdc88a	4276	2930	3615	5183
Tpcn1	111	115	201	270
Katnip	263	293	323	317
Gpbp1	2598	2299	2425	4174
Gab3	146	132	128	301
Gm38425	146	132	128	301
Slc8b1	5414	4499	5287	9156
Bet1	1476	1237	1640	2244
Ilvbl	698	584	752	1234
Gng11	19	25	31	17
Chrm1	14	27	18	23
Mctp2	22	18	20	48
Gtf3c1	277	269	277	513
Cntrob	126	91	112	139
Troap	106	93	80	160
Alas1	590	465	476	629
Pdxk	966	889	1286	2147
Srxn1	229	113	159	207
Cdv3	937	1187	1544	2301
Slc10a3	664	645	603	1112
Arap1	1338	1105	1466	2547
Fanca	655	599	596	906
Igdcc4	8	27	15	18
Loxhd1	1	2	5	1
Ank2	50	91	95	155
Ppp1r9a	42	29	103	111
Pwp2	191	180	196	451
Trpc1	11	13	6	0
Spring1	308	272	197	385
Prr5l	2583	2535	2726	4973
Abcc10	194	148	188	250
Alpk2	98	69	228	277
Zswim6	113	82	140	216
Abcc4	209	201	190	242
Rnft2	12	14	11	26
Ugt8a	0	1	8	13
Pkd1	660	594	606	1163
P2ry2	9	13	0	0
Rag2	9	35	13	11
Fbxw8	387	340	402	860
Psmf1	1498	1186	1464	1857
Smap2	902	668	1068	1640
Cyb5r4	4145	3907	4271	6936
Arhgef17	6	0	11	20
Ccdc85a	0	3	10	4
Acsl3	72	60	104	144
